pair_sml,state,pair
CN1C=C[N+](CC)=C1C.O=C(C(F)(F)F)[O-],0.0,"1-ethyl-2,3-dimethylimidazolium trifluoroacetate"
CN1C=C[N+](CC)=C1C.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,"1-ethyl-2,3-dimethylimidazolium dodecylbenzenesulfonate"
CN1C=C[N+](CC)=C1C.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-ethyl-2,3-dimethylimidazolium bis(2,4,4-trimethylpentyl)phosphinate"
CN1C=C[N+](CC)=C1C.[O-]P(OCC)(OCC)=O,0.0,"1-ethyl-2,3-dimethylimidazolium diethyl phosphate"
CN1C=C[N+](CC)=C1C.[O-]P(OC)(OC)=O,0.0,"1-ethyl-2,3-dimethylimidazolium dimethyl phosphate"
CN1C=C[N+](CC)=C1C.[O-]S(=O)(OC)=O,0.0,"1-ethyl-2,3-dimethylimidazolium methyl sulfate"
CN1C=C[N+](CC)=C1C.N#C[N-]C#N,0.0,"1-ethyl-2,3-dimethylimidazolium dicyanamide"
CN1C=C[N+](CC)=C1C.N#C[C-](C#N)C#N,-0.0,"1-ethyl-2,3-dimethylimidazolium tricyanomethanide"
CN1C=C[N+](CC)=C1C.O=C(CCCCCCCCC)[O-],0.0,"1-ethyl-2,3-dimethylimidazolium decanoate"
CN1C=C[N+](CC)=C1C.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,"1-ethyl-2,3-dimethylimidazolium bis(fluorosulfonyl)imide"
CC[N+]1=C(C)C=CC=C1.[O-]S(=O)(OCC)=O,0.0,1-ethyl-2-methylpyridinium ethyl sulfate
CC[N+]1=C(C)C=CC=C1.O=C([H])[O-],0.0,1-ethyl-2-methylpyridinium formate
CC[N+]1=C(C)C=CC=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-ethyl-2-methylpyridinium bis(2-ethylhexyl)phosphate
CC[N+]1=C(C)C=CC=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-ethyl-2-methylpyridinium dibutylphosphate
CC[N+]1=C(C)C=CC=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-ethyl-2-methylpyridinium bis(pentafluoroethylsulfonyl)imide
CC[N+]1=C(C)C=CC=C1.[O-]P(OCC)(OCC)=O,0.0,1-ethyl-2-methylpyridinium diethyl phosphate
CC[N+]1=C(C)C=CC=C1.[O-]P(OC)(OC)=O,0.0,1-ethyl-2-methylpyridinium dimethyl phosphate
CC[N+]1=C(C)C=CC=C1.[O-]S(=O)(OC)=O,0.0,1-ethyl-2-methylpyridinium methyl sulfate
CC[N+]1=C(C)C=CC=C1.N#C[N-]C#N,0.0,1-ethyl-2-methylpyridinium dicyanamide
CC[N+]1=C(C)C=CC=C1.N#C[C-](C#N)C#N,0.0,1-ethyl-2-methylpyridinium tricyanomethanide
CC[N+]1=C(C)C=CC=C1.O=C(CCCCCCCCC)[O-],0.0,1-ethyl-2-methylpyridinium decanoate
CC[N+]1=C(C)C=CC=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1-ethyl-2-methylpyridinium bis(fluorosulfonyl)imide
C[N+]1=CN(CC)C=C1.O=C([H])[O-],0.0,1-ethyl-3-methylimidazolium formate
C[N+]1=CN(CC)C=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-ethyl-3-methylimidazolium bis(2-ethylhexyl)phosphate
C[N+]1=CN(CC)C=C1.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,1-ethyl-3-methylimidazolium dodecylbenzenesulfonate
C[N+]1=CN(CC)C=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-ethyl-3-methylimidazolium bis(2,4,4-trimethylpentyl)phosphinate"
C[N+]1=CN(CC)C=C1.N#C[C-](C#N)C#N,-0.0,1-ethyl-3-methylimidazolium tricyanomethanide
C[N+]1=CN(CC)C=C1.O=C(CCCCCCCCC)[O-],0.0,1-ethyl-3-methylimidazolium decanoate
CC[N+]1=CN(C=C)C=C1.C(F)(F)(F)S(=O)(=O)[O-],0.0,1-ethyl-3-vinylimidazolium triflate
CC[N+]1=CN(C=C)C=C1.[S-]C#N,0.0,1-ethyl-3-vinylimidazolium thiocyanate
CC[N+]1=CN(C=C)C=C1.O=C(C)[O-],0.0,1-ethyl-3-vinylimidazolium acetate
CC[N+]1=CN(C=C)C=C1.[O-]S(=O)(OCC)=O,0.0,1-ethyl-3-vinylimidazolium ethyl sulfate
CC[N+]1=CN(C=C)C=C1.[O-]S(=O)(O)=O,0.0,1-ethyl-3-vinylimidazolium hydrogensulfate
CC[N+]1=CN(C=C)C=C1.[O-]S(=O)(C)=O,0.0,1-ethyl-3-vinylimidazolium methanesulfonate
CC[N+]1=CN(C=C)C=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-ethyl-3-vinylimidazolium tosylate
CC[N+]1=CN(C=C)C=C1.O=C([H])[O-],0.0,1-ethyl-3-vinylimidazolium formate
CC[N+]1=CN(C=C)C=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-ethyl-3-vinylimidazolium bis(2-ethylhexyl)phosphate
CC[N+]1=CN(C=C)C=C1.[O-]S(=O)(C(F)(F)C(F)F)=O,0.0,"1-ethyl-3-vinylimidazolium 1,1,2,2-tetrafluoroethanesulfonate"
CC[N+]1=CN(C=C)C=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-ethyl-3-vinylimidazolium dibutylphosphate
CC[N+]1=CN(C=C)C=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-ethyl-3-vinylimidazolium bis(pentafluoroethylsulfonyl)imide
CC[N+]1=CN(C=C)C=C1.[O-]P(O)(O)=O,0.0,1-ethyl-3-vinylimidazolium dihydrogen phosphate
CC[N+]1=CN(C=C)C=C1.O=C(C(F)(F)F)[O-],0.0,1-ethyl-3-vinylimidazolium trifluoroacetate
CC[N+]1=CN(C=C)C=C1.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,1-ethyl-3-vinylimidazolium dodecylbenzenesulfonate
CC[N+]1=CN(C=C)C=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-ethyl-3-vinylimidazolium bis(2,4,4-trimethylpentyl)phosphinate"
CC[N+]1=CN(C=C)C=C1.[O-]P(OCC)(OCC)=O,0.0,1-ethyl-3-vinylimidazolium diethyl phosphate
CC[N+]1=CN(C=C)C=C1.[O-]P(OC)(OC)=O,0.0,1-ethyl-3-vinylimidazolium dimethyl phosphate
CC[N+]1=CN(C=C)C=C1.[O-]S(=O)(OC)=O,0.0,1-ethyl-3-vinylimidazolium methyl sulfate
CC[N+]1=CN(C=C)C=C1.N#C[N-]C#N,-0.0,1-ethyl-3-vinylimidazolium dicyanamide
CC[N+]1=CN(C=C)C=C1.[O-][N+]([O-])=O,0.0,1-ethyl-3-vinylimidazolium nitrate
CC[N+]1=CN(C=C)C=C1.N#C[C-](C#N)C#N,-0.0,1-ethyl-3-vinylimidazolium tricyanomethanide
CC[N+]1=CN(C=C)C=C1.O=C(CCCCCCCCC)[O-],0.0,1-ethyl-3-vinylimidazolium decanoate
CC[N+]1=CN(C=C)C=C1.F[B-](F)(F)F,0.0,1-ethyl-3-vinylimidazolium tetrafluoroborate
CC[N+]1=CN(C=C)C=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,-0.0,1-ethyl-3-vinylimidazolium bis(fluorosulfonyl)imide
CC1=CC=[N+](CC)C=C1.C(F)(F)(F)S(=O)(=O)[O-],0.0,1-ethyl-4-methylpyridinium triflate
CC1=CC=[N+](CC)C=C1.[S-]C#N,0.0,1-ethyl-4-methylpyridinium thiocyanate
CC1=CC=[N+](CC)C=C1.O=C(C)[O-],0.0,1-ethyl-4-methylpyridinium acetate
CC1=CC=[N+](CC)C=C1.[O-]S(=O)(OCC)=O,0.0,1-ethyl-4-methylpyridinium ethyl sulfate
CC1=CC=[N+](CC)C=C1.[O-]S(=O)(O)=O,0.0,1-ethyl-4-methylpyridinium hydrogensulfate
CC1=CC=[N+](CC)C=C1.[O-]S(=O)(C)=O,0.0,1-ethyl-4-methylpyridinium methanesulfonate
CC1=CC=[N+](CC)C=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-ethyl-4-methylpyridinium tosylate
CC1=CC=[N+](CC)C=C1.O=C([H])[O-],0.0,1-ethyl-4-methylpyridinium formate
CC1=CC=[N+](CC)C=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-ethyl-4-methylpyridinium bis(2-ethylhexyl)phosphate
CC1=CC=[N+](CC)C=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-ethyl-4-methylpyridinium dibutylphosphate
CC1=CC=[N+](CC)C=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-ethyl-4-methylpyridinium bis(pentafluoroethylsulfonyl)imide
CC1=CC=[N+](CC)C=C1.O=C(C(F)(F)F)[O-],0.0,1-ethyl-4-methylpyridinium trifluoroacetate
CC1=CC=[N+](CC)C=C1.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,1-ethyl-4-methylpyridinium dodecylbenzenesulfonate
CC1=CC=[N+](CC)C=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-ethyl-4-methylpyridinium bis(2,4,4-trimethylpentyl)phosphinate"
CC1=CC=[N+](CC)C=C1.[O-]P(OCC)(OCC)=O,0.0,1-ethyl-4-methylpyridinium diethyl phosphate
CC1=CC=[N+](CC)C=C1.[O-]P(OC)(OC)=O,0.0,1-ethyl-4-methylpyridinium dimethyl phosphate
CC1=CC=[N+](CC)C=C1.[O-]S(=O)(OC)=O,0.0,1-ethyl-4-methylpyridinium methyl sulfate
CC1=CC=[N+](CC)C=C1.N#C[N-]C#N,0.0,1-ethyl-4-methylpyridinium dicyanamide
CC1=CC=[N+](CC)C=C1.N#C[C-](C#N)C#N,-0.0,1-ethyl-4-methylpyridinium tricyanomethanide
CC1=CC=[N+](CC)C=C1.O=C(CCCCCCCCC)[O-],0.0,1-ethyl-4-methylpyridinium decanoate
CC1=CC=[N+](CC)C=C1.F[B-](F)(F)F,0.0,1-ethyl-4-methylpyridinium tetrafluoroborate
CC1=CC=[N+](CC)C=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1-ethyl-4-methylpyridinium bis(fluorosulfonyl)imide
CC[N+]1=CC=CC=C1.[S-]C#N,0.0,1-ethylpyridinium thiocyanate
CC[N+]1=CC=CC=C1.O=C(C)[O-],0.0,1-ethylpyridinium acetate
CC[N+]1=CC=CC=C1.[O-]S(=O)(OCC)=O,0.0,1-ethylpyridinium ethyl sulfate
CC[N+]1=CC=CC=C1.[O-]S(=O)(O)=O,0.0,1-ethylpyridinium hydrogensulfate
CC[N+]1=CC=CC=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-ethylpyridinium tosylate
CC[N+]1=CC=CC=C1.O=C([H])[O-],0.0,1-ethylpyridinium formate
CC[N+]1=CC=CC=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-ethylpyridinium bis(2-ethylhexyl)phosphate
CC[N+]1=CC=CC=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-ethylpyridinium dibutylphosphate
CC[N+]1=CC=CC=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-ethylpyridinium bis(pentafluoroethylsulfonyl)imide
CC[N+]1=CC=CC=C1.[O-]P(OCC)(OCC)=O,0.0,1-ethylpyridinium diethyl phosphate
CC[N+]1=CC=CC=C1.[O-]P(OC)(OC)=O,0.0,1-ethylpyridinium dimethyl phosphate
CC[N+]1=CC=CC=C1.[O-]S(=O)(OC)=O,0.0,1-ethylpyridinium methyl sulfate
CC[N+]1=CC=CC=C1.N#C[N-]C#N,0.0,1-ethylpyridinium dicyanamide
CC[N+]1=CC=CC=C1.N#C[C-](C#N)C#N,-0.0,1-ethylpyridinium tricyanomethanide
CC[N+]1=CC=CC=C1.O=C(CCCCCCCCC)[O-],0.0,1-ethylpyridinium decanoate
CC[N+]1=CC=CC=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1-ethylpyridinium bis(fluorosulfonyl)imide
C[N+]1(CCCCCC)CCCC1.[O-]S(=O)(OCC)=O,0.0,1-hexyl-1-methylpyrrolidinium ethyl sulfate
C[N+]1(CCCCCC)CCCC1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-hexyl-1-methylpyrrolidinium bis(2-ethylhexyl)phosphate
C[N+]1(CCCCCC)CCCC1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-hexyl-1-methylpyrrolidinium dibutylphosphate
C[N+]1(CCCCCC)CCCC1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-hexyl-1-methylpyrrolidinium bis(pentafluoroethylsulfonyl)imide
C[N+]1(CCCCCC)CCCC1.[O-]P(OCC)(OCC)=O,0.0,1-hexyl-1-methylpyrrolidinium diethyl phosphate
C[N+]1(CCCCCC)CCCC1.[O-]P(OC)(OC)=O,0.0,1-hexyl-1-methylpyrrolidinium dimethyl phosphate
C[N+]1(CCCCCC)CCCC1.[O-]S(=O)(OC)=O,0.0,1-hexyl-1-methylpyrrolidinium methyl sulfate
C[N+]1(CCCCCC)CCCC1.N#C[N-]C#N,0.0,1-hexyl-1-methylpyrrolidinium dicyanamide
C[N+]1(CCCCCC)CCCC1.N#C[C-](C#N)C#N,0.0,1-hexyl-1-methylpyrrolidinium tricyanomethanide
C[N+]1(CCCCCC)CCCC1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1-hexyl-1-methylpyrrolidinium bis(fluorosulfonyl)imide
CCCCCC[N+]1=CC=CC=C1.[S-]C#N,0.0,1-hexylpyridinium thiocyanate
CCCCCC[N+]1=CC=CC=C1.O=C(C)[O-],0.0,1-hexylpyridinium acetate
CCCCCC[N+]1=CC=CC=C1.[O-]S(=O)(OCC)=O,0.0,1-hexylpyridinium ethyl sulfate
CCCCCC[N+]1=CC=CC=C1.[O-]S(=O)(O)=O,0.0,1-hexylpyridinium hydrogensulfate
CCCCCC[N+]1=CC=CC=C1.[O-]S(=O)(C)=O,0.0,1-hexylpyridinium methanesulfonate
CCCCCC[N+]1=CC=CC=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-hexylpyridinium tosylate
CCCCCC[N+]1=CC=CC=C1.O=C([H])[O-],0.0,1-hexylpyridinium formate
CCCCCC[N+]1=CC=CC=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-hexylpyridinium bis(2-ethylhexyl)phosphate
CCCCCC[N+]1=CC=CC=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-hexylpyridinium dibutylphosphate
CCCCCC[N+]1=CC=CC=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-hexylpyridinium bis(pentafluoroethylsulfonyl)imide
CCCCCC[N+]1=CC=CC=C1.O=C(C(F)(F)F)[O-],0.0,1-hexylpyridinium trifluoroacetate
CCCCCC[N+]1=CC=CC=C1.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,1-hexylpyridinium dodecylbenzenesulfonate
CCCCCC[N+]1=CC=CC=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-hexylpyridinium bis(2,4,4-trimethylpentyl)phosphinate"
CCCCCC[N+]1=CC=CC=C1.[O-]P(OCC)(OCC)=O,0.0,1-hexylpyridinium diethyl phosphate
CCCCCC[N+]1=CC=CC=C1.[O-]P(OC)(OC)=O,0.0,1-hexylpyridinium dimethyl phosphate
CCCCCC[N+]1=CC=CC=C1.[O-]S(=O)(OC)=O,0.0,1-hexylpyridinium methyl sulfate
CCCCCC[N+]1=CC=CC=C1.N#C[N-]C#N,0.0,1-hexylpyridinium dicyanamide
CCCCCC[N+]1=CC=CC=C1.N#C[C-](C#N)C#N,-0.0,1-hexylpyridinium tricyanomethanide
CCCCCC[N+]1=CC=CC=C1.O=C(CCCCCCCCC)[O-],0.0,1-hexylpyridinium decanoate
CCCCCC[N+]1=CC=CC=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1-hexylpyridinium bis(fluorosulfonyl)imide
C[N+]1(CCCCCCCC)CCCC1.[O-]S(=O)(OCC)=O,0.0,1-methyl-1-octylpyrrolidinium ethyl sulfate
C[N+]1(CCCCCCCC)CCCC1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-methyl-1-octylpyrrolidinium bis(2-ethylhexyl)phosphate
C[N+]1(CCCCCCCC)CCCC1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-methyl-1-octylpyrrolidinium dibutylphosphate
C[N+]1(CCCCCCCC)CCCC1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-methyl-1-octylpyrrolidinium bis(pentafluoroethylsulfonyl)imide
C[N+]1(CCCCCCCC)CCCC1.[O-]P(OCC)(OCC)=O,0.0,1-methyl-1-octylpyrrolidinium diethyl phosphate
C[N+]1(CCCCCCCC)CCCC1.[O-]P(OC)(OC)=O,0.0,1-methyl-1-octylpyrrolidinium dimethyl phosphate
C[N+]1(CCCCCCCC)CCCC1.[O-]S(=O)(OC)=O,0.0,1-methyl-1-octylpyrrolidinium methyl sulfate
C[N+]1(CCCCCCCC)CCCC1.N#C[N-]C#N,0.0,1-methyl-1-octylpyrrolidinium dicyanamide
C[N+]1(CCCCCCCC)CCCC1.N#C[C-](C#N)C#N,0.0,1-methyl-1-octylpyrrolidinium tricyanomethanide
C[N+]1(CCCCCCCC)CCCC1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1-methyl-1-octylpyrrolidinium bis(fluorosulfonyl)imide
C[N+]1(CCC)CCCCC1.[O-]S(=O)(OCC)=O,0.0,1-methyl-1-propylpiperidinium ethyl sulfate
C[N+]1(CCC)CCCCC1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-methyl-1-propylpiperidinium bis(2-ethylhexyl)phosphate
C[N+]1(CCC)CCCCC1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-methyl-1-propylpiperidinium dibutylphosphate
C[N+]1(CCC)CCCCC1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-methyl-1-propylpiperidinium bis(pentafluoroethylsulfonyl)imide
C[N+]1(CCC)CCCCC1.[O-]P(OCC)(OCC)=O,0.0,1-methyl-1-propylpiperidinium diethyl phosphate
C[N+]1(CCC)CCCCC1.[O-]P(OC)(OC)=O,0.0,1-methyl-1-propylpiperidinium dimethyl phosphate
C[N+]1(CCC)CCCCC1.[O-]S(=O)(OC)=O,0.0,1-methyl-1-propylpiperidinium methyl sulfate
C[N+]1(CCC)CCCCC1.N#C[N-]C#N,0.0,1-methyl-1-propylpiperidinium dicyanamide
C[N+]1(CCC)CCCCC1.N#C[C-](C#N)C#N,0.0,1-methyl-1-propylpiperidinium tricyanomethanide
C[N+]1(CCC)CCCCC1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide
C[N+]1(CCC)CCCC1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,0.0,1-methyl-1-propylpyrrolidinium bis(trifluoromethylsulfonyl)imide
C[N+]1(CCC)CCCC1.[O-]S(=O)(OCC)=O,0.0,1-methyl-1-propylpyrrolidinium ethyl sulfate
C[N+]1(CCC)CCCC1.O=C([H])[O-],0.0,1-methyl-1-propylpyrrolidinium formate
C[N+]1(CCC)CCCC1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-methyl-1-propylpyrrolidinium bis(2-ethylhexyl)phosphate
C[N+]1(CCC)CCCC1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-methyl-1-propylpyrrolidinium dibutylphosphate
C[N+]1(CCC)CCCC1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-methyl-1-propylpyrrolidinium bis(pentafluoroethylsulfonyl)imide
C[N+]1(CCC)CCCC1.[O-]P(OCC)(OCC)=O,0.0,1-methyl-1-propylpyrrolidinium diethyl phosphate
C[N+]1(CCC)CCCC1.[O-]P(OC)(OC)=O,0.0,1-methyl-1-propylpyrrolidinium dimethyl phosphate
C[N+]1(CCC)CCCC1.[O-]S(=O)(OC)=O,0.0,1-methyl-1-propylpyrrolidinium methyl sulfate
C[N+]1(CCC)CCCC1.N#C[C-](C#N)C#N,0.0,1-methyl-1-propylpyrrolidinium tricyanomethanide
C[N+]1(CCC)CCCC1.O=C(CCCCCCCCC)[O-],0.0,1-methyl-1-propylpyrrolidinium decanoate
C[N+]1(CCC)CCCC1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)imide
C[N+]1=CN(CCCCCCCC)C=C1.C(F)(F)(F)S(=O)(=O)[O-],0.0,1-methyl-3-octylimidazolium triflate
C[N+]1=CN(CCCCCCCC)C=C1.[S-]C#N,0.0,1-methyl-3-octylimidazolium thiocyanate
C[N+]1=CN(CCCCCCCC)C=C1.O=C(C)[O-],0.0,1-methyl-3-octylimidazolium acetate
C[N+]1=CN(CCCCCCCC)C=C1.[O-]S(=O)(OCC)=O,0.0,1-methyl-3-octylimidazolium ethyl sulfate
C[N+]1=CN(CCCCCCCC)C=C1.[O-]S(=O)(O)=O,0.0,1-methyl-3-octylimidazolium hydrogensulfate
C[N+]1=CN(CCCCCCCC)C=C1.[O-]S(=O)(C)=O,0.0,1-methyl-3-octylimidazolium methanesulfonate
C[N+]1=CN(CCCCCCCC)C=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-methyl-3-octylimidazolium tosylate
C[N+]1=CN(CCCCCCCC)C=C1.O=C([H])[O-],0.0,1-methyl-3-octylimidazolium formate
C[N+]1=CN(CCCCCCCC)C=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-methyl-3-octylimidazolium bis(2-ethylhexyl)phosphate
C[N+]1=CN(CCCCCCCC)C=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-methyl-3-octylimidazolium dibutylphosphate
C[N+]1=CN(CCCCCCCC)C=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-methyl-3-octylimidazolium bis(pentafluoroethylsulfonyl)imide
C[N+]1=CN(CCCCCCCC)C=C1.O=C(C(F)(F)F)[O-],0.0,1-methyl-3-octylimidazolium trifluoroacetate
C[N+]1=CN(CCCCCCCC)C=C1.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,1-methyl-3-octylimidazolium dodecylbenzenesulfonate
C[N+]1=CN(CCCCCCCC)C=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-methyl-3-octylimidazolium bis(2,4,4-trimethylpentyl)phosphinate"
C[N+]1=CN(CCCCCCCC)C=C1.[O-]P(OCC)(OCC)=O,0.0,1-methyl-3-octylimidazolium diethyl phosphate
C[N+]1=CN(CCCCCCCC)C=C1.[O-]P(OC)(OC)=O,0.0,1-methyl-3-octylimidazolium dimethyl phosphate
C[N+]1=CN(CCCCCCCC)C=C1.[O-]S(=O)(OC)=O,0.0,1-methyl-3-octylimidazolium methyl sulfate
C[N+]1=CN(CCCCCCCC)C=C1.N#C[N-]C#N,0.0,1-methyl-3-octylimidazolium dicyanamide
C[N+]1=CN(CCCCCCCC)C=C1.O=C(CCCCCCCCC)[O-],0.0,1-methyl-3-octylimidazolium decanoate
C[N+]1=CN(CCCCCCCC)C=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1-methyl-3-octylimidazolium bis(fluorosulfonyl)imide
C[N+]1=CN(CCC)C=C1.[S-]C#N,0.0,1-methyl-3-propylimidazolium thiocyanate
C[N+]1=CN(CCC)C=C1.O=C(C)[O-],0.0,1-methyl-3-propylimidazolium acetate
C[N+]1=CN(CCC)C=C1.[O-]S(=O)(OCC)=O,0.0,1-methyl-3-propylimidazolium ethyl sulfate
C[N+]1=CN(CCC)C=C1.[O-]S(=O)(O)=O,0.0,1-methyl-3-propylimidazolium hydrogensulfate
C[N+]1=CN(CCC)C=C1.[O-]S(=O)(C)=O,0.0,1-methyl-3-propylimidazolium methanesulfonate
C[N+]1=CN(CCC)C=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-methyl-3-propylimidazolium tosylate
C[N+]1=CN(CCC)C=C1.O=C([H])[O-],0.0,1-methyl-3-propylimidazolium formate
C[N+]1=CN(CCC)C=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-methyl-3-propylimidazolium bis(2-ethylhexyl)phosphate
C[N+]1=CN(CCC)C=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-methyl-3-propylimidazolium dibutylphosphate
C[N+]1=CN(CCC)C=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-methyl-3-propylimidazolium bis(pentafluoroethylsulfonyl)imide
C[N+]1=CN(CCC)C=C1.O=C(C(F)(F)F)[O-],0.0,1-methyl-3-propylimidazolium trifluoroacetate
C[N+]1=CN(CCC)C=C1.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,1-methyl-3-propylimidazolium dodecylbenzenesulfonate
C[N+]1=CN(CCC)C=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-methyl-3-propylimidazolium bis(2,4,4-trimethylpentyl)phosphinate"
C[N+]1=CN(CCC)C=C1.[O-]P(OCC)(OCC)=O,0.0,1-methyl-3-propylimidazolium diethyl phosphate
C[N+]1=CN(CCC)C=C1.[O-]P(OC)(OC)=O,0.0,1-methyl-3-propylimidazolium dimethyl phosphate
C[N+]1=CN(CCC)C=C1.[O-]S(=O)(OC)=O,0.0,1-methyl-3-propylimidazolium methyl sulfate
C[N+]1=CN(CCC)C=C1.N#C[N-]C#N,-0.0,1-methyl-3-propylimidazolium dicyanamide
C[N+]1=CN(CCC)C=C1.[O-][N+]([O-])=O,0.0,1-methyl-3-propylimidazolium nitrate
C[N+]1=CN(CCC)C=C1.N#C[C-](C#N)C#N,-0.0,1-methyl-3-propylimidazolium tricyanomethanide
C[N+]1=CN(CCC)C=C1.O=C(CCCCCCCCC)[O-],0.0,1-methyl-3-propylimidazolium decanoate
C[N+]1=CN(CCC)C=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,-0.0,1-methyl-3-propylimidazolium bis(fluorosulfonyl)imide
CC1=C[N+](CCC)=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],0.0,1-propyl-3-methylpyridinium triflate
CC1=C[N+](CCC)=CC=C1.[S-]C#N,0.0,1-propyl-3-methylpyridinium thiocyanate
